"patient_id","ho_ten","cccd","ngay_sinh","so_dien_thoai","email","dia_chi","benh","ket_qua_xet_nghiem","bac_si_phu_trach","ngay_kham"
"9dac6e83-4524-4ea6-a684-6099f7294951","Quý ông Huy Hoàng","961755181941","14/12/1954","0859222493","johnvu@example.com","9 Đặng Đường
JaneQuận, 611233","Khỏe mạnh","12.0","Bà Vi Vũ","14/02/2026"
"e14eb70d-b380-473a-989d-9d4ae15ca666","Tùng Nguyễn","012453696518","27/01/1973","0580129822","johnpham@example.net","7 Dương Đường
Huyện JohnThị xã, 825391","Huyết áp cao","6.46","Bà Dương Hoàng","18/02/2026"
"6cedd15d-5800-4c02-87ea-7ff58db06746","Quang Mai Vũ","512144092360","28/09/1957","0725571382","johnpham@example.com","374 Trần Làng
JohnHuyện, 288158","Khỏe mạnh","7.39","Nam Mai","17/01/2026"
"8da8eee4-0df5-4ac6-b96b-648a0ba6eab9","Hoàng Dương","332728718029","06/11/1942","0314372640","hoangjane@example.com","047 John Số
JohnXã, 760021","Tiểu đường","4.25","Lan Lê","17/04/2026"
"fe716b14-15ce-4a66-8dc8-2a1ef2f9e5fa","Cô Vân Bùi","515413462084","15/08/1979","0750125188","janeduong@example.com","99 John Làng
Huyện JohnQuận, 351516","Huyết áp cao","10.58","Cô Bảo Nguyễn","23/02/2026"
"4a8ff810-784c-4f29-9804-02a2b07aa066","Mai Vũ","705118139725","20/12/1986","0323656732","rtran@example.org","18 John Khu
Thành phố JohnQuận, 931131","Tim mạch","7.08","Trọng Hoàng","01/05/2026"
"b04d3376-77fc-4703-9fd5-a423706c5c56","Thành Vũ","041327257824","23/11/1971","0924604774","fduong@example.net","5 Nguyễn Ngõ
Thành phố JaneXã, 142185","Huyết áp cao","7.41","Quý cô Phương Dương","01/05/2026"
"6f962882-95d8-4980-bf37-d19c2e76128b","Ông Châu Đặng","255507557147","03/03/1965","0724165780","john25@example.com","6 Jane Ngõ
JaneHuyện, 221552","Huyết áp cao","9.06","Phương Văn Mai","02/03/2026"
"5c9d927d-84b8-41bb-b005-68d20de051a6","Quý ông Hưng Phạm","058420915666","08/11/1954","0796217212","janeduong@example.net","9 John Khu
Thị xã JohnQuận, 982277","Huyết áp cao","7.8","Nhật Trần","26/03/2026"
"b77350ca-eec2-49dc-bf95-897c276aa6ce","Minh Vũ","981653637311","09/09/1965","0837257350","pduong@example.com","982 Jane Số
JaneThành phố, 396578","Tim mạch","8.23","Nhiên Hoàng","11/05/2026"
"7250ee18-260a-4962-9d81-b7f57d5911c6","Bác Dũng Mai","084543113652","19/01/1991","0538088258","uduong@example.org","Thị xã JohnThị xã
76 Lê Dãy, 138817","Huyết áp cao","8.45","Bà Hà Dương","14/01/2026"
"b8f21423-03ed-41f8-b4f9-3d17e912b4bf","Quý cô Hải Lê","012248396587","27/10/1940","0341087399","jane96@example.net","8 Đặng Dãy
Thành phố JohnPhường, 817644","Tim mạch","4.29","Quang Trần","26/02/2026"
"b4323070-a23d-4c2f-82a7-96891933918c","Nhật Lê","193709093525","08/01/1986","0797625577","nguyenjane@example.org","23 Hoàng Hẻm
Quận JohnXã, 501126","Huyết áp cao","7.1","Quý cô Xuân Hoàng","19/01/2026"
"75a66981-4104-48b5-a34d-b7c5760debbb","Nam Dương","476269550401","23/02/2001","0954315722","johnduong@example.com","JanePhường
43 Dương Ngõ, 348728","Huyết áp cao","3.92","Khoa Phú Hoàng","08/02/2026"
"fa5a91ca-059d-455d-8b94-3e30b303f438","Hạnh Văn Hoàng","551796871894","06/07/1998","0565208927","hoangjane@example.com","5 John Khu
Thành phố JohnHuyện, 926918","Tim mạch","4.91","Ông Nhiên Đặng","06/04/2026"
"53a3dd5a-4b8c-4bdc-a8dd-5e5a1712fb16","Bảo Hoàng Lê","782232101075","10/10/1992","0965546568","jane24@example.com","JaneThành phố
236 Trần Số, 114594","Tiểu đường","9.83","Tùng Trần","01/03/2026"
"431d029f-ac1e-46d8-bfbf-397bac3e7b0d","Hải Phú Trần","485284398062","15/08/1984","0727784225","nnguyen@example.net","1 Vũ Số
Quận JohnThành phố, 419149","Khỏe mạnh","9.41","Ông Tú Phạm","27/04/2026"
"5efa9c5b-7421-4f46-a37e-4b0122bae10e","Khoa Trí Bùi","664199335931","03/03/1983","0729534219","ahoang@example.com","773 Trần Tổ
JohnThị xã, 389282","Huyết áp cao","10.15","Cô Ánh Dương","13/01/2026"
"98de8ebb-a3b5-4ece-a446-be72364c911a","Ngọc Đặng","927167304106","20/02/1953","0834556105","johntran@example.net","529 Jane Hẻm
Huyện JohnThành phố, 793169","Khỏe mạnh","10.7","Lan Nguyễn","16/02/2026"
"52e2afd9-96bf-40ab-bce9-15e7c9d6a63b","Lan Vũ","914979901355","09/03/1939","0394654236","hmai@example.net","89 Jane Làng
Huyện JanePhường, 132663","Tiểu đường","4.75","Chi Bùi","25/02/2026"
"e8e22743-b65f-4ea9-bd82-42641ba362e7","Ông Vũ Đặng","868676697897","07/10/1979","0766573379","lejane@example.net","98 Dương Số
Thành phố JohnThị xã, 573489","Huyết áp cao","4.08","Quý cô Linh Dương","22/02/2026"
"6d4067f4-5003-4b35-9857-8bafbac7e2b9","Anh Phú Lê","622260768242","01/07/1985","0701539645","ftran@example.org","5 John Tổ
Thị xã JanePhường, 886730","Huyết áp cao","11.84","Nhật Thị Vũ","20/03/2026"
"81e5c9f6-93f2-47cc-9a85-910d5a057c11","Chị Dương Dương","081684898200","24/09/1951","0339190317","dangjane@example.org","89 Jane Đường
Huyện JaneHuyện, 468074","Khỏe mạnh","11.31","Lan Lê","16/03/2026"
"bdb025ff-2451-45a4-91d0-59b26699cd99","Hương Mai","100576686538","24/01/1951","0532247828","vduong@example.org","9 John Hẻm
Thành phố JohnHuyện, 564637","Khỏe mạnh","9.61","Nhật Mai Bùi","05/02/2026"
"585d3f86-1d23-44e6-8329-20b7c143f426","Hà Thế Hoàng","416987950257","19/11/1970","0997449999","john36@example.net","32 Vũ Tổ
Thành phố JanePhường, 551574","Huyết áp cao","3.51","Chị Kim Mai","03/04/2026"
"ab05347f-d556-437d-8f08-81ee8011316b","Vũ Hữu Nguyễn","599592179916","16/03/1967","0543882160","utran@example.net","6 Trần Số
Huyện JohnXã, 582446","Tim mạch","7.01","Vũ Bảo Trần","01/02/2026"
"1422373f-8622-48d1-a683-e10796c044d0","Hạnh Tấn Phạm","322711953337","03/09/1959","0940615764","johnmai@example.net","52 John Hẻm
JohnQuận, 731661","Tim mạch","4.71","Cô Bảo Dương","02/03/2026"
"72eb7474-9458-454e-8287-4f069050f7ef","Dũng Trí Dương","721754141579","05/05/1940","0933515110","yvu@example.com","1 Dương Dãy
Thành phố JaneHuyện, 180458","Khỏe mạnh","7.74","Khoa Hoàng","08/03/2026"
"f4488385-8de7-4d6c-9490-77c27674456f","Chi Hoàng","310716407477","11/12/1982","0884241651","jane82@example.org","1 John Làng
JaneXã, 648141","Khỏe mạnh","8.06","Bà Thành Vũ","20/02/2026"
"990f0c5b-adcc-4daf-969f-3ab3c6435300","Vi Đặng","843044520409","03/03/1940","0383294511","maijane@example.com","19 Jane Khu
JohnXã, 843266","Huyết áp cao","11.34","Hạnh Mai","19/02/2026"
"20b71785-d02c-40c1-9417-0a17caaa5bbe","Hải Bùi","128775929344","24/06/1972","0310774966","dangjane@example.org","33 John Ngõ
JohnXã, 908320","Tim mạch","6.99","Dương Đặng","25/04/2026"
"6070b6a1-98e5-4499-a18c-6e1c9e374f7a","Chị Bảo Hoàng","362361970779","03/06/1994","0748633848","janenguyen@example.com","94 Phạm Làng
JaneQuận, 485709","Tim mạch","11.61","Quý ông Khoa Bùi","07/03/2026"
"d11fc8c0-297c-44ff-b75d-599f6b2d5b09","Chị Ánh Vũ","727955375196","03/03/1939","0537894040","jdang@example.org","12 Dương Hẻm
JohnQuận, 956375","Huyết áp cao","8.58","Bác Nam Bùi","07/01/2026"
"62dbc850-3c5b-43a7-9fbb-f0b1808389c8","Thành Phạm","607622616928","01/06/1937","0731848178","dangjohn@example.org","2 Dương Đường
Thành phố JaneQuận, 975522","Tiểu đường","10.96","Quý cô Hà Vũ","01/02/2026"
"6b79afcc-3d0a-4f0c-8c39-4ec71f317405","Ông Tú Dương","100083614002","03/12/1978","0798822149","maijohn@example.net","953 Lê Ngõ
JohnXã, 670511","Tim mạch","9.48","Hồng Dương","06/01/2026"
"40ef3935-5f90-4ed6-bb25-664d630aa767","Linh Trần","201113636311","12/07/1960","0397451047","hoangjane@example.org","2 Dương Hẻm
Thành phố JaneThành phố, 407696","Khỏe mạnh","4.03","Cô Vi Phạm","27/04/2026"
"83f02dc7-4f61-4217-aef1-669450cae32d","Phương Mai Bảo Vũ","615061466055","12/01/1938","0893509793","janedang@example.org","15 Bùi Dãy
JaneQuận, 620306","Tiểu đường","4.16","Bác Minh Vũ","15/04/2026"
"6e3c4532-1434-4f62-acac-028cba220065","Bà Thành Trần","637579924286","15/03/1941","0890092459","jane79@example.net","70 Hoàng Số
JohnThành phố, 803787","Tim mạch","6.59","Thành Xuân Nguyễn","19/01/2026"
"702c1821-c804-4fb7-ad97-3b679b89e5cb","Lan Trần","585301244836","02/08/1952","0305108985","jane69@example.org","57 John Tổ
JanePhường, 392227","Tim mạch","7.94","Cô Ngọc Lê","07/03/2026"
"1e2595b8-8fc9-486b-a9dd-ebf563119aca","Anh Dương","197159056192","09/01/1951","0850777727","jane31@example.org","715 Trần Khu
JohnPhường, 844031","Tim mạch","10.29","Bà Phương Phạm","16/01/2026"
"3c9abe10-238d-4f44-8ac4-d0eb3373730e","Ông Quang Mai","921199427645","19/02/1977","0565322507","imai@example.net","67 Bùi Ngõ
Huyện JohnThị xã, 588461","Tim mạch","4.7","Hoàng Xuân Lê","26/02/2026"
"d4d60735-0e2f-4958-9e43-1e06e9247069","Phương Lê","111444166000","24/07/1957","0836188135","janepham@example.com","438 Lê Khu
Quận JohnQuận, 790731","Huyết áp cao","11.6","Nhiên Thị Nguyễn","11/01/2026"
"93a74792-c561-48dc-a436-4fcdf2d3f761","Trung Hoàng","440304358430","08/10/1965","0339469873","duongjane@example.net","647 John Hẻm
JaneThị xã, 587002","Huyết áp cao","6.64","Bà Duyên Lê","10/02/2026"
"fcef1972-bbf4-43ce-91be-b80eb7e6a14c","Thành Trí Đặng","166688621653","14/12/1972","0701794008","dangjohn@example.com","210 Bùi Số
Quận JaneXã, 856157","Khỏe mạnh","6.64","Trung Xuân Dương","11/05/2026"
"4efc8248-e10b-4a47-bfae-b7487781321e","Ông Vũ Bùi","391159444830","04/04/1972","0597489602","johnhoang@example.com","97 Mai Đường
Thị xã JohnHuyện, 862847","Huyết áp cao","7.33","Thành Phú Nguyễn","22/02/2026"
"5cce5ba9-31d4-4e09-8fd3-3afc91fdfa4f","Vũ Bùi","766498742171","03/03/1972","0766709249","john21@example.com","5 John Số
Thành phố JohnQuận, 848255","Tiểu đường","8.75","Châu Mai Lê","21/03/2026"
"ee6e2e72-53f5-41dc-a3c8-afdb83f82f16","Phúc Hữu Hoàng","376034427591","01/05/1989","0930975693","jane88@example.net","05 Trần Số
JohnXã, 597643","Khỏe mạnh","3.91","Nhiên Hoàng","30/01/2026"
"2ba6adb3-7afe-4114-9561-c8130d259caa","Bảo Hải Nguyễn","189559722810","27/02/1977","0808632327","phamjohn@example.com","36 Nguyễn Hẻm
Huyện JaneXã, 495129","Huyết áp cao","9.56","Phúc Mai Mai","14/02/2026"
"de1e994a-c5a1-4f5c-ad05-b9125ab28d4a","Trọng Dương","780950004471","24/05/1949","0871412114","janemai@example.com","37 Dương Tổ
JaneThành phố, 701334","Tim mạch","6.94","Kim Phú Lê","08/02/2026"
"143b45e3-b6d1-46bb-b48f-709c49a22441","Bảo Đức Dương","047713946152","24/12/1950","0758195486","jane21@example.net","083 John Ngõ
JanePhường, 595351","Huyết áp cao","8.26","Hải Lê","01/01/2026"
"286ed390-edd9-4a1a-ba58-5b278ce3e7c3","Hải Mai Bảo Dương","525911224861","06/11/1982","0397390779","jane40@example.org","0 Jane Hẻm
Thị xã JaneQuận, 885386","Tiểu đường","6.65","Hưng Nguyễn","09/02/2026"
"fba57cc8-edaf-4766-9b78-0ede9a4ffc0c","Khoa Mai Mai","511801791151","20/08/1973","0951943845","janevu@example.org","742 Jane Khu
Quận JaneThị xã, 640310","Huyết áp cao","11.59","Vũ Hữu Trần","25/01/2026"
"ef9240b6-52d7-4f10-ba3a-6e9623ff23d3","Cô Thảo Bùi","456435456096","20/07/1952","0947190314","jane49@example.net","5 John Ngõ
JaneQuận, 525110","Tiểu đường","10.13","Tú Vũ","18/02/2026"
"22319050-f515-4494-b818-cfd33889936a","Anh Bảo Hoàng","261258978030","20/08/1962","0387099282","zmai@example.net","9 Jane Tổ
Thành phố JohnXã, 630041","Tim mạch","7.76","Chị Lan Đặng","22/04/2026"
"3495311e-ae27-4432-9dc1-e7eb711c7673","Ông Minh Dương","508552168938","24/05/1994","0918365375","gle@example.com","7 Nguyễn Số
JohnPhường, 328486","Huyết áp cao","3.81","An Bùi","15/02/2026"
"0f6ce9bf-fe7e-4362-8a89-b0f0105291d3","Nhật Nguyễn","089021281777","25/04/1956","0817821530","johnbui@example.com","JaneThị xã
825 John Số, 654531","Tim mạch","4.71","Chị An Nguyễn","09/05/2026"
"8b60c511-b816-4aeb-ac6a-7c8576876c62","Phương Hữu Phạm","274855906979","05/06/1953","0552718925","john43@example.net","6 John Làng
Thành phố JohnThị xã, 726822","Tiểu đường","5.62","Mai Nguyễn","22/02/2026"
"c11f6bf5-379e-4467-8a2d-b2e63bfda8a6","Lan Mai","631531969441","20/11/2007","0747241851","janehoang@example.net","428 Jane Khu
JohnXã, 720407","Tim mạch","10.35","Quý cô Phương Dương","07/01/2026"
"abdd1a8f-a4b0-4c89-b10b-ce9c582b91ee","Phương Tấn Bùi","957930881430","28/02/1965","0782058967","jane28@example.com","27 Jane Số
Thị xã JohnHuyện, 313214","Tim mạch","6.89","Vũ Mai Đặng","13/01/2026"
"0d31812e-30c3-4756-9453-f867b97e6224","Thành Hoàng","481032035159","17/05/1979","0937617023","phamjohn@example.com","03 John Dãy
Quận JaneQuận, 678897","Tim mạch","3.64","Khoa Hữu Dương","11/03/2026"
"5c11ab6d-42f5-43f5-8ef4-c34d5bf86f3c","Quý ông Tú Dương","854901078654","17/12/1990","0313193210","john55@example.com","2 Jane Số
JohnQuận, 445888","Tim mạch","9.35","Quý cô Duyên Phạm","07/03/2026"
"566a9ce7-af52-4b94-b186-e47aa7946320","Châu Dương","686055882754","31/12/1968","0858168194","john28@example.com","0 John Đường
JohnPhường, 342675","Tim mạch","5.52","Nhật Lê","02/01/2026"
"0f79a8a7-5f8a-44bd-b4bd-0c938177b661","Quý ông Nam Nguyễn","292511888377","18/03/1974","0757989988","bnguyen@example.net","862 John Hẻm
Quận JaneHuyện, 380310","Khỏe mạnh","3.85","Hà Phú Bùi","02/03/2026"
"39d1c7ff-b27e-4442-bd7f-e9733e42df5b","Vũ Nguyễn","939301498755","09/03/1942","0301853249","jbui@example.com","2 Jane Số
JohnXã, 144618","Khỏe mạnh","7.03","Chị Xuân Hoàng","04/03/2026"
"af36b8cc-1308-4974-ac95-b3ac0beb7c34","Tùng Hoàng","095470753583","27/05/1983","0770246756","janenguyen@example.org","429 Jane Tổ
JohnPhường, 859340","Tim mạch","4.73","Phương Đặng","08/01/2026"
"1375ee90-d6b3-41e4-bb6d-ca0d6fe5040b","Trọng Hữu Đặng","884178997573","09/07/1937","0357742100","jane73@example.com","29 Trần Khu
Thành phố JohnHuyện, 261712","Khỏe mạnh","9.12","Nhật Trí Bùi","11/02/2026"
"f165d779-0154-4950-976d-e21f1b46ebdc","Bảo Đặng","667141323852","09/12/1990","0521291275","lejohn@example.org","015 Jane Số
Huyện JaneThị xã, 917018","Tiểu đường","3.53","Nhật Mai","29/04/2026"
"85671b58-926b-4fa5-be24-5fbffa698cd2","Quý cô Bảo Lê","988637270654","28/12/1954","0872446823","jane21@example.org","71 Vũ Làng
JohnThị xã, 212168","Huyết áp cao","8.32","Bà An Bùi","13/02/2026"
"dcb9075e-cdd7-4460-a140-77d39ec4ea48","Bảo Tấn Bùi","429103575592","21/11/1994","0520989291","janedang@example.net","52 Đặng Khu
JohnHuyện, 494322","Tim mạch","9.24","Thành Đặng","15/01/2026"
"ff4cc10f-979c-40cf-b326-1887905881df","Cô Nhật Dương","924295710054","13/03/2004","0535869031","janevu@example.net","7 Jane Làng
JohnPhường, 543681","Tiểu đường","11.63","Hà Mai Hoàng","04/03/2026"
"ec6a37ad-81b1-4db9-88cc-4d49669b29b8","Phương Thị Đặng","469047451230","31/07/1986","0818633265","tranjohn@example.net","9 Jane Tổ
JohnThành phố, 203396","Huyết áp cao","3.98","Quang Mai","08/04/2026"
"9342a09f-b00a-464c-949c-d8d48ed8a80d","Quý cô Linh Bùi","869750929384","01/03/1969","0330340921","janenguyen@example.com","125 Đặng Dãy
Thị xã JaneThị xã, 202365","Tim mạch","4.68","Quý ông Dũng Trần","09/02/2026"
"05c8234b-1d76-4a66-b5f5-9cb0cf685878","Tú Xuân Phạm","282929779721","10/01/1973","0376281604","janemai@example.com","22 Bùi Đường
Thị xã JaneThị xã, 104666","Tiểu đường","8.4","Chị Thảo Trần","17/03/2026"
"2fdc9992-8971-4eea-9f3a-098accac2fb5","Dũng Hoàng Dương","380376623875","05/09/1943","0992270648","omai@example.com","1 Đặng Dãy
Huyện JohnPhường, 240454","Khỏe mạnh","11.9","Tú Hải Vũ","16/01/2026"
"82c56b21-2430-42da-b185-0eb85f90fc87","Kim Trí Hoàng","062714053593","16/05/1963","0878250593","janemai@example.net","2 Vũ Hẻm
Huyện JaneXã, 156215","Khỏe mạnh","7.06","Nam Mai Bảo Lê","26/01/2026"
"816462cb-8fc3-47d3-b6bd-80c7624a2a50","Quý ông Châu Bùi","380815870149","15/03/1987","0725494586","kduong@example.org","04 Jane Hẻm
JaneXã, 635618","Tim mạch","9.72","Khoa Trần","05/02/2026"
"5deaa737-fdab-4441-92c2-a9608b0901ab","Vi Dương","805743810290","30/03/1975","0782428660","vtran@example.net","745 Jane Ngõ
Quận JanePhường, 739905","Khỏe mạnh","10.94","Bảo Trí Phạm","17/04/2026"
"59cf0b0d-91f0-447d-8f32-1333ce315937","Trọng Mai","712611735862","26/08/1947","0581296521","jane94@example.net","Quận JaneThành phố
2 John Hẻm, 845951","Tiểu đường","5.61","Quang Hữu Dương","19/01/2026"
"6a0aa7d5-a0b8-4755-84ca-a5a2a1e518a2","Nhật Quang Trần","167547168817","07/10/1964","0514482547","jane77@example.com","7 Trần Số
Thị xã JohnThị xã, 381581","Khỏe mạnh","10.82","Khoa Tấn Mai","17/03/2026"
"c9ce44bd-7c3f-4add-9a38-5db590eeb067","Hưng Thị Trần","839802494588","26/01/1981","0874992580","hnguyen@example.org","32 Lê Khu
Huyện JaneThành phố, 489906","Khỏe mạnh","11.73","Cô Kim Vũ","06/04/2026"
"a7cde143-6de2-4429-bbf0-d9c1c156e501","Nhật Trần","486806433860","09/06/1935","0796957692","itran@example.net","051 Lê Dãy
Quận JaneThành phố, 866260","Tiểu đường","3.97","Hà Đặng","18/02/2026"
"c601818b-61fa-41ba-a31a-e7c74c9bff5c","Chị Hà Mai","428701488173","24/06/1976","0567572675","janedang@example.net","97 John Ngõ
Thành phố JaneHuyện, 550246","Khỏe mạnh","8.3","Hoàng Hải Vũ","26/03/2026"
"999a1d86-99db-4302-8dab-66d33f87dfc2","Nam Vũ","083780897019","11/05/1950","0812351115","janevu@example.net","61 Jane Ngõ
Huyện JaneQuận, 505629","Tiểu đường","5.35","Thành Xuân Dương","06/05/2026"
"965d744f-0445-41a8-92af-97e4c536c66e","An Vũ","423908499837","09/02/1951","0819823280","buijane@example.net","61 Jane Ngõ
JohnXã, 313068","Tim mạch","3.5","Bà Kim Hoàng","25/03/2026"
"a4a5c736-ae59-4a52-a65b-e22bd5a386d9","Hạnh Bùi","233545699216","24/08/1988","0833324342","johnpham@example.org","99 Jane Hẻm
Thành phố JohnPhường, 111901","Huyết áp cao","7.61","Quý cô Thành Mai","09/03/2026"
"2abe1585-425e-4259-b884-16d2d28fcf68","Hoàng Đức Trần","651928987882","04/09/1991","0864427806","dangjane@example.com","9 Jane Dãy
JohnThị xã, 694423","Huyết áp cao","8.76","Bà Bảo Vũ","12/04/2026"
"b90800f3-ac93-481a-92eb-eab0e4eec67c","Lâm Mai","723769263551","19/07/1935","0517974274","phamjohn@example.com","086 Jane Làng
JaneHuyện, 966120","Tiểu đường","7.48","Khoa Đặng","16/01/2026"
"2de982f8-0d7b-4c04-a6e5-9b32ac5f12ef","Cô Hồng Trần","193098955867","20/05/1999","0547377767","jane51@example.net","494 Jane Tổ
JohnPhường, 673108","Tiểu đường","7.31","Chị Ngọc Bùi","04/01/2026"
"d6ee526b-a2cd-4590-98af-393c8aa2b4c9","Linh Nguyễn","955004413162","06/10/1990","0330725143","gvu@example.org","70 Jane Ngõ
Quận JanePhường, 490586","Huyết áp cao","5.51","Ông Nhiên Trần","08/03/2026"
"13281726-64f4-44d6-91e9-1691a3209116","Hồng Lê","286884013459","23/08/1952","0922335136","jane65@example.com","329 John Ngõ
Thị xã JaneHuyện, 526259","Khỏe mạnh","9.02","Phương Đặng","07/05/2026"
"769de1e3-4eed-4124-b3b0-d6763527a5c8","Tú Trần","617986592769","12/11/1946","0324698869","john35@example.org","68 Jane Khu
Thành phố JaneThị xã, 682959","Tiểu đường","9.62","Cô Chi Trần","16/04/2026"
"0fc98d2e-030f-4be9-9f17-8f9323c97a1e","Chị Mai Bùi","055546502013","14/07/1962","0851218825","hoangjane@example.org","721 Trần Đường
JohnQuận, 701761","Huyết áp cao","5.03","Nhật Hữu Dương","04/01/2026"
"5a9c0679-2c3d-47e2-ad39-da75aee70ab2","Chị Thảo Vũ","955255713849","02/12/1967","0851742501","johnhoang@example.net","68 Nguyễn Ngõ
JaneQuận, 539599","Huyết áp cao","4.42","Chị Dương Mai","15/04/2026"
"b69f75c5-c82b-41be-a1eb-64e6fd498e20","Châu Mai Bảo Đặng","725090431739","26/12/2001","0850970209","jane42@example.org","407 Hoàng Làng
Thành phố JohnPhường, 352867","Tim mạch","8.27","Tùng Nguyễn","11/04/2026"
